#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2010,08,02,18,00,218,7.6,8.3,99.00,99.00,99.00,999,1012.1,25.2,999.0,24.6,99.0,99.00
2010,08,02,19,00,176,5.8,7.2,99.00,99.00,99.00,999,1012.2,24.2,999.0,24.2,99.0,99.00
2010,08,02,20,00,170,7.2,7.4,99.00,99.00,99.00,999,1012.1,22.0,999.0,22.0,99.0,99.00
2010,08,02,21,00,179,6.9,7.3,99.00,99.00,99.00,999,1012.2,22.3,999.0,22.3,99.0,99.00
2010,08,02,22,00,179,7.9,8.2,99.00,99.00,99.00,999,1012.0,22.0,999.0,22.0,99.0,99.00
2010,08,02,23,00,183,6.4,6.8,99.00,99.00,99.00,999,1011.7,23.2,999.0,23.2,99.0,99.00
2010,08,03,00,00,192,7.2,7.9,99.00,99.00,99.00,999,1011.7,22.7,999.0,22.7,99.0,99.00
2010,08,03,01,00,189,6.8,7.2,99.00,99.00,99.00,999,1011.9,22.6,999.0,22.6,99.0,99.00
2010,08,03,02,00,223,3.6,3.7,99.00,99.00,99.00,999,1012.6,22.7,999.0,22.7,99.0,99.00
2010,08,03,03,00,232,6.3,7.8,99.00,99.00,99.00,999,1012.4,24.4,999.0,24.4,99.0,99.00
2010,08,03,04,00,234,3.4,3.8,99.00,99.00,99.00,999,1012.7,24.0,999.0,24.0,99.0,99.00
2010,08,03,05,00,202,3.7,4.1,99.00,99.00,99.00,999,1013.0,22.8,999.0,22.8,99.0,99.00
2010,08,03,06,00,223,2.2,2.6,99.00,99.00,99.00,999,1012.7,22.6,999.0,22.6,99.0,99.00
2010,08,03,07,00,247,4.3,5.0,99.00,99.00,99.00,999,1012.2,23.4,999.0,23.4,99.0,99.00
2010,08,03,08,00,251,3.3,3.8,99.00,99.00,99.00,999,1012.1,23.9,999.0,23.9,99.0,99.00
2010,08,03,09,00,251,4.5,5.5,99.00,99.00,99.00,999,1012.7,23.8,999.0,23.8,99.0,99.00
2010,08,03,10,00,260,3.2,3.6,99.00,99.00,99.00,999,1012.3,23.6,999.0,23.6,99.0,99.00
2010,08,03,11,00,265,4.4,5.3,99.00,99.00,99.00,999,1012.3,23.4,999.0,23.4,99.0,99.00
2010,08,03,12,00,267,4.0,4.8,99.00,99.00,99.00,999,1012.8,23.5,999.0,23.5,99.0,99.00
2010,08,03,13,00,236,1.3,1.9,99.00,99.00,99.00,999,1012.8,23.6,999.0,23.6,99.0,99.00
2010,08,03,14,00,182,4.3,4.6,99.00,99.00,99.00,999,1013.1,22.6,999.0,22.6,99.0,99.00
2010,08,03,15,00,207,1.9,3.1,99.00,99.00,99.00,999,1012.7,23.8,999.0,23.8,99.0,99.00
2010,08,03,16,00,171,5.9,6.3,99.00,99.00,99.00,999,1012.5,22.6,999.0,22.1,99.0,99.00
2010,08,03,17,00,175,6.8,6.9,99.00,99.00,99.00,999,1011.9,22.5,999.0,22.3,99.0,99.00
2010,08,03,18,00,177,8.9,9.3,99.00,99.00,99.00,999,1011.6,22.9,999.0,22.8,99.0,99.00
2010,08,03,19,00,176,9.7,9.9,99.00,99.00,99.00,999,1011.4,23.2,999.0,23.1,99.0,99.00
2010,08,03,20,00,182,10.1,10.5,99.00,99.00,99.00,999,1011.4,22.2,999.0,22.2,99.0,99.00
2010,08,03,21,00,182,9.6,10.0,99.00,99.00,99.00,999,1011.1,22.9,999.0,22.9,99.0,99.00
2010,08,03,22,00,185,8.2,8.6,99.00,99.00,99.00,999,1010.8,23.6,999.0,23.6,99.0,99.00
2010,08,03,23,00,189,7.6,8.3,99.00,99.00,99.00,999,1010.7,24.7,999.0,24.7,99.0,99.00
2010,08,04,00,00,188,7.5,7.9,99.00,99.00,99.00,999,1010.4,24.3,999.0,24.3,99.0,99.00
2010,08,04,01,00,192,7.3,7.9,99.00,99.00,99.00,999,1010.1,23.5,999.0,23.5,99.0,99.00
2010,08,04,02,00,201,3.3,3.6,99.00,99.00,99.00,999,1010.8,22.8,999.0,22.8,99.0,99.00
2010,08,04,03,00,202,3.1,3.2,99.00,99.00,99.00,999,1011.0,23.1,999.0,23.1,99.0,99.00
2010,08,04,04,00,226,2.6,2.8,99.00,99.00,99.00,999,1011.0,23.4,999.0,23.4,99.0,99.00
2010,08,04,05,00,249,1.9,2.6,99.00,99.00,99.00,999,1010.2,24.0,999.0,24.0,99.0,99.00
2010,08,04,06,00,243,3.2,3.9,99.00,99.00,99.00,999,1009.6,23.9,999.0,23.9,99.0,99.00
2010,08,04,07,00,248,3.3,3.7,99.00,99.00,99.00,999,1009.8,24.5,999.0,24.5,99.0,99.00
2010,08,04,08,00,263,4.3,4.9,99.00,99.00,99.00,999,1009.5,24.9,999.0,24.9,99.0,99.00
2010,08,04,09,00,281,3.2,3.6,99.00,99.00,99.00,999,1009.8,24.7,999.0,24.7,99.0,99.00
2010,08,04,10,00,310,2.9,3.7,99.00,99.00,99.00,999,1010.1,24.8,999.0,24.8,99.0,99.00
2010,08,04,11,00,323,3.2,3.8,99.00,99.00,99.00,999,1010.0,24.6,999.0,24.6,99.0,99.00
2010,08,04,12,00,337,4.4,5.0,99.00,99.00,99.00,999,1010.3,24.5,999.0,23.4,99.0,99.00
2010,08,04,13,00,334,4.4,5.3,99.00,99.00,99.00,999,1011.1,24.1,999.0,23.8,99.0,99.00
2010,08,04,14,00,293,2.1,2.4,99.00,99.00,99.00,999,1011.4,24.4,999.0,24.0,99.0,99.00
2010,08,04,15,00,310,0.6,0.7,99.00,99.00,99.00,999,1010.4,24.8,999.0,23.8,99.0,99.00
2010,08,04,16,00,338,1.8,2.0,99.00,99.00,99.00,999,1010.4,24.8,999.0,23.8,99.0,99.00
2010,08,04,17,00,23,1.8,2.0,99.00,99.00,99.00,999,1010.0,25.3,999.0,23.9,99.0,99.00
2010,08,04,18,00,16,3.1,3.3,99.00,99.00,99.00,999,1010.0,25.4,999.0,23.4,99.0,99.00
2010,08,04,19,00,34,1.9,2.5,99.00,99.00,99.00,999,1009.4,25.4,999.0,21.6,99.0,99.00
2010,08,04,20,00,184,1.5,1.7,99.00,99.00,99.00,999,1009.4,23.9,999.0,23.3,99.0,99.00
2010,08,04,21,00,176,4.4,4.8,99.00,99.00,99.00,999,1009.3,24.4,999.0,24.0,99.0,99.00
2010,08,04,22,00,244,4.7,5.9,99.00,99.00,99.00,999,1008.5,27.9,999.0,19.9,99.0,99.00
2010,08,04,23,00,272,3.4,4.6,99.00,99.00,99.00,999,1008.0,28.6,999.0,20.1,99.0,99.00
2010,08,05,00,00,266,3.2,4.1,99.00,99.00,99.00,999,1007.7,28.4,999.0,19.6,99.0,99.00
2010,08,05,01,00,243,3.0,3.9,99.00,99.00,99.00,999,1007.7,27.6,999.0,20.3,99.0,99.00
2010,08,05,02,00,258,3.2,4.0,99.00,99.00,99.00,999,1008.3,26.2,999.0,21.4,99.0,99.00
2010,08,05,03,00,266,3.8,4.3,99.00,99.00,99.00,999,1008.6,25.3,999.0,22.1,99.0,99.00
2010,08,05,04,00,257,3.1,4.0,99.00,99.00,99.00,999,1008.7,24.3,999.0,22.6,99.0,99.00
2010,08,05,05,00,267,4.8,5.6,99.00,99.00,99.00,999,1008.7,24.0,999.0,21.7,99.0,99.00
2010,08,05,06,00,266,4.2,5.0,99.00,99.00,99.00,999,1008.2,23.7,999.0,21.8,99.0,99.00
2010,08,05,07,00,279,4.8,5.8,99.00,99.00,99.00,999,1008.0,23.1,999.0,22.1,99.0,99.00
2010,08,05,08,00,272,5.2,5.9,99.00,99.00,99.00,999,1008.2,22.6,999.0,22.2,99.0,99.00
2010,08,05,09,00,270,4.3,5.0,99.00,99.00,99.00,999,1007.7,21.9,999.0,21.9,99.0,99.00
2010,08,05,10,00,263,4.4,5.0,99.00,99.00,99.00,999,1007.5,21.7,999.0,21.2,99.0,99.00
2010,08,05,11,00,265,4.6,5.1,99.00,99.00,99.00,999,1008.0,20.8,999.0,20.8,99.0,99.00
2010,08,05,12,00,273,4.2,4.8,99.00,99.00,99.00,999,1007.8,20.9,999.0,20.9,99.0,99.00
2010,08,05,13,00,288,4.9,6.2,99.00,99.00,99.00,999,1008.2,21.8,999.0,21.8,99.0,99.00
2010,08,05,14,00,276,6.7,8.5,99.00,99.00,99.00,999,1008.5,22.6,999.0,21.4,99.0,99.00
2010,08,05,15,00,291,6.0,7.2,99.00,99.00,99.00,999,1008.4,23.4,999.0,20.5,99.0,99.00
2010,08,05,16,00,287,6.8,7.8,99.00,99.00,99.00,999,1008.7,24.0,999.0,18.5,99.0,99.00
2010,08,05,17,00,281,9.3,10.8,99.00,99.00,99.00,999,1008.6,24.6,999.0,15.4,99.0,99.00
2010,08,05,18,00,286,8.0,10.6,99.00,99.00,99.00,999,1008.6,24.8,999.0,15.4,99.0,99.00
2010,08,05,19,00,284,8.4,9.9,99.00,99.00,99.00,999,1008.2,25.2,999.0,15.3,99.0,99.00
2010,08,05,20,00,276,8.0,10.1,99.00,99.00,99.00,999,1008.1,25.5,999.0,13.9,99.0,99.00
2010,08,05,21,00,298,9.4,10.9,99.00,99.00,99.00,999,1007.9,25.6,999.0,12.7,99.0,99.00
2010,08,05,22,00,307,9.0,10.7,99.00,99.00,99.00,999,1007.7,25.8,999.0,11.4,99.0,99.00
2010,08,05,23,00,303,6.5,7.8,99.00,99.00,99.00,999,1007.8,25.5,999.0,12.8,99.0,99.00
2010,08,06,00,00,296,6.4,7.3,99.00,99.00,99.00,999,1008.1,25.2,999.0,12.1,99.0,99.00
2010,08,06,01,00,294,4.1,5.3,99.00,99.00,99.00,999,1008.7,24.0,999.0,12.2,99.0,99.00
2010,08,06,02,00,299,4.1,5.3,99.00,99.00,99.00,999,1009.3,22.6,999.0,12.3,99.0,99.00
2010,08,06,03,00,999,99.0,0.0,99.00,99.00,99.00,999,9999.0,999.0,999.0,999.0,99.0,99.00
2010,08,06,04,00,283,4.5,5.1,99.00,99.00,99.00,999,1010.5,20.8,999.0,13.1,99.0,99.00
2010,08,06,05,00,275,4.3,5.1,99.00,99.00,99.00,999,1010.8,19.5,999.0,14.2,99.0,99.00
2010,08,06,06,00,283,5.4,6.3,99.00,99.00,99.00,999,1010.8,19.6,999.0,14.6,99.0,99.00
2010,08,06,07,00,271,4.9,5.7,99.00,99.00,99.00,999,1010.7,19.3,999.0,15.8,99.0,99.00
2010,08,06,08,00,272,4.6,5.1,99.00,99.00,99.00,999,1010.9,18.5,999.0,16.2,99.0,99.00
2010,08,06,09,00,274,5.5,6.4,99.00,99.00,99.00,999,1011.2,18.1,999.0,16.8,99.0,99.00
2010,08,06,10,00,268,6.1,7.2,99.00,99.00,99.00,999,1011.6,17.6,999.0,16.7,99.0,99.00
2010,08,06,11,00,276,5.3,6.0,99.00,99.00,99.00,999,1011.8,17.5,999.0,16.7,99.0,99.00
2010,08,06,12,00,288,6.6,7.4,99.00,99.00,99.00,999,1012.1,18.1,999.0,17.4,99.0,99.00
2010,08,06,13,00,295,6.0,7.4,99.00,99.00,99.00,999,1012.6,18.9,999.0,18.3,99.0,99.00
2010,08,06,14,00,309,6.4,7.3,99.00,99.00,99.00,999,1012.7,20.1,999.0,16.3,99.0,99.00
2010,08,06,15,00,319,4.5,5.2,99.00,99.00,99.00,999,1013.0,21.1,999.0,15.4,99.0,99.00
2010,08,06,16,00,313,3.8,4.8,99.00,99.00,99.00,999,1013.2,22.2,999.0,15.1,99.0,99.00
2010,08,06,17,00,325,6.2,8.1,99.00,99.00,99.00,999,1013.1,22.7,999.0,14.5,99.0,99.00
2010,08,06,18,00,330,6.4,8.1,99.00,99.00,99.00,999,1013.0,23.5,999.0,14.1,99.0,99.00
2010,08,06,19,00,101,5.2,5.3,99.00,99.00,99.00,999,1013.2,20.8,999.0,19.5,99.0,99.00
2010,08,06,20,00,74,5.3,5.9,99.00,99.00,99.00,999,1013.2,20.8,999.0,18.3,99.0,99.00
2010,08,06,21,00,102,4.3,4.6,99.00,99.00,99.00,999,1013.3,20.7,999.0,17.8,99.0,99.00
2010,08,06,22,00,109,3.9,4.3,99.00,99.00,99.00,999,1013.1,21.0,999.0,16.7,99.0,99.00
2010,08,06,23,00,126,3.7,4.0,99.00,99.00,99.00,999,1013.0,21.4,999.0,16.7,99.0,99.00
2010,08,07,00,00,132,4.4,4.7,99.00,99.00,99.00,999,1012.8,21.4,999.0,16.6,99.0,99.00
2010,08,07,01,00,125,4.6,4.9,99.00,99.00,99.00,999,1012.7,20.8,999.0,17.3,99.0,99.00
2010,08,07,02,00,135,3.8,4.1,99.00,99.00,99.00,999,1013.0,20.3,999.0,18.5,99.0,99.00
2010,08,07,03,00,164,4.1,4.4,99.00,99.00,99.00,999,1013.3,20.4,999.0,19.5,99.0,99.00
2010,08,07,04,00,173,4.3,4.5,99.00,99.00,99.00,999,1013.2,20.5,999.0,19.6,99.0,99.00
2010,08,07,05,00,219,1.7,1.8,99.00,99.00,99.00,999,1013.3,19.9,999.0,19.9,99.0,99.00
2010,08,07,06,00,224,3.1,3.7,99.00,99.00,99.00,999,1013.3,19.5,999.0,19.5,99.0,99.00
2010,08,07,07,00,250,2.4,2.7,99.00,99.00,99.00,999,1013.3,19.0,999.0,19.0,99.0,99.00
2010,08,07,08,00,227,2.9,3.3,99.00,99.00,99.00,999,1013.2,18.8,999.0,18.8,99.0,99.00
2010,08,07,09,00,236,2.0,2.3,99.00,99.00,99.00,999,1012.8,18.2,999.0,18.2,99.0,99.00
2010,08,07,10,00,266,3.6,4.1,99.00,99.00,99.00,999,1012.5,18.3,999.0,18.3,99.0,99.00
2010,08,07,11,00,206,1.5,2.0,99.00,99.00,99.00,999,1012.4,18.2,999.0,18.1,99.0,99.00
2010,08,07,12,00,248,2.9,3.2,99.00,99.00,99.00,999,1012.8,18.5,999.0,18.5,99.0,99.00
2010,08,07,13,00,211,2.0,2.3,99.00,99.00,99.00,999,1012.6,20.4,999.0,20.3,99.0,99.00
2010,08,07,14,00,228,2.8,3.2,99.00,99.00,99.00,999,1012.7,22.0,999.0,20.0,99.0,99.00
2010,08,07,15,00,221,6.2,7.5,99.00,99.00,99.00,999,1012.2,24.0,999.0,15.7,99.0,99.00
2010,08,07,16,00,165,4.7,6.0,99.00,99.00,99.00,999,1012.4,22.3,999.0,21.7,99.0,99.00
2010,08,07,17,00,169,6.8,7.3,99.00,99.00,99.00,999,1011.9,21.9,999.0,21.7,99.0,99.00
2010,08,07,18,00,174,7.4,8.0,99.00,99.00,99.00,999,1011.1,22.2,999.0,22.0,99.0,99.00
2010,08,07,19,00,177,6.6,7.2,99.00,99.00,99.00,999,1010.5,21.9,999.0,21.9,99.0,99.00
2010,08,07,20,00,180,7.5,8.0,99.00,99.00,99.00,999,1009.6,21.9,999.0,21.9,99.0,99.00
2010,08,07,21,00,183,6.2,6.9,99.00,99.00,99.00,999,1009.1,24.4,999.0,23.8,99.0,99.00
2010,08,07,22,00,178,7.3,7.6,99.00,99.00,99.00,999,1009.1,22.8,999.0,22.8,99.0,99.00
2010,08,07,23,00,229,7.7,9.1,99.00,99.00,99.00,999,1008.8,27.1,999.0,20.6,99.0,99.00
2010,08,08,00,00,233,7.3,9.0,99.00,99.00,99.00,999,1008.9,26.9,999.0,20.4,99.0,99.00
2010,08,08,01,00,226,5.7,7.0,99.00,99.00,99.00,999,1009.0,25.9,999.0,19.8,99.0,99.00
2010,08,08,02,00,217,5.5,6.1,99.00,99.00,99.00,999,1009.2,24.8,999.0,20.6,99.0,99.00
2010,08,08,03,00,213,5.2,5.9,99.00,99.00,99.00,999,1009.1,24.2,999.0,21.7,99.0,99.00
2010,08,08,04,00,208,4.7,5.4,99.00,99.00,99.00,999,1008.5,23.4,999.0,22.5,99.0,99.00
2010,08,08,05,00,217,4.6,5.6,99.00,99.00,99.00,999,1008.8,23.2,999.0,23.0,99.0,99.00
2010,08,08,06,00,214,3.8,4.4,99.00,99.00,99.00,999,1009.1,23.0,999.0,22.9,99.0,99.00
2010,08,08,07,00,203,4.7,5.4,99.00,99.00,99.00,999,1008.9,22.1,999.0,22.1,99.0,99.00
2010,08,08,08,00,212,4.3,4.8,99.00,99.00,99.00,999,1008.5,22.9,999.0,22.4,99.0,99.00
2010,08,08,09,00,239,6.7,7.8,99.00,99.00,99.00,999,1008.5,24.1,999.0,22.0,99.0,99.00
2010,08,08,10,00,329,5.7,6.6,99.00,99.00,99.00,999,1010.5,21.5,999.0,21.2,99.0,99.00
2010,08,08,11,00,318,2.6,3.0,99.00,99.00,99.00,999,1010.8,19.9,999.0,19.9,99.0,99.00
2010,08,08,12,00,229,2.2,2.7,99.00,99.00,99.00,999,1011.2,19.7,999.0,19.7,99.0,99.00
2010,08,08,13,00,188,16.5,18.0,99.00,99.00,99.00,999,1007.2,19.6,999.0,19.6,99.0,99.00
2010,08,08,14,00,209,7.3,8.4,99.00,99.00,99.00,999,1006.7,20.2,999.0,20.2,99.0,99.00
2010,08,08,15,00,229,8.3,11.1,99.00,99.00,99.00,999,1006.9,23.3,999.0,20.2,99.0,99.00
2010,08,08,16,00,232,6.3,7.4,99.00,99.00,99.00,999,1007.7,26.2,999.0,19.0,99.0,99.00
2010,08,08,17,00,229,8.0,10.0,99.00,99.00,99.00,999,1007.9,27.5,999.0,18.4,99.0,99.00
2010,08,08,18,00,246,4.8,7.3,99.00,99.00,99.00,999,1008.0,28.0,999.0,20.5,99.0,99.00
2010,08,08,19,00,172,6.0,7.8,99.00,99.00,99.00,999,1007.8,25.5,999.0,23.6,99.0,99.00
2010,08,08,20,00,243,7.1,8.6,99.00,99.00,99.00,999,1008.1,26.2,999.0,19.8,99.0,99.00
2010,08,08,21,00,165,4.1,5.1,99.00,99.00,99.00,999,1008.1,26.2,999.0,23.4,99.0,99.00
2010,08,08,22,00,178,7.7,8.3,99.00,99.00,99.00,999,1008.8,22.8,999.0,22.6,99.0,99.00
2010,08,08,23,00,186,8.6,8.8,99.00,99.00,99.00,999,1008.8,22.3,999.0,22.3,99.0,99.00
2010,08,09,00,00,188,7.4,7.9,99.00,99.00,99.00,999,1009.0,22.5,999.0,22.5,99.0,99.00
2010,08,09,01,00,191,8.2,8.6,99.00,99.00,99.00,999,1008.6,22.8,999.0,22.8,99.0,99.00
2010,08,09,02,00,200,4.7,5.2,99.00,99.00,99.00,999,1009.6,21.9,999.0,21.9,99.0,99.00
2010,08,09,03,00,196,2.2,2.4,99.00,99.00,99.00,999,1009.5,22.6,999.0,22.6,99.0,99.00
2010,08,09,04,00,210,1.6,1.9,99.00,99.00,99.00,999,1009.7,22.5,999.0,22.5,99.0,99.00
2010,08,09,05,00,194,1.0,1.2,99.00,99.00,99.00,999,1010.0,23.0,999.0,23.0,99.0,99.00
2010,08,09,06,00,206,1.4,1.7,99.00,99.00,99.00,999,1010.0,23.3,999.0,23.3,99.0,99.00
2010,08,09,07,00,157,0.5,0.7,99.00,99.00,99.00,999,1009.7,23.0,999.0,23.0,99.0,99.00
2010,08,09,08,00,204,1.5,1.8,99.00,99.00,99.00,999,1009.5,21.7,999.0,21.7,99.0,99.00
2010,08,09,09,00,143,0.8,0.9,99.00,99.00,99.00,999,1009.2,22.7,999.0,22.7,99.0,99.00
2010,08,09,10,00,253,9.7,11.3,99.00,99.00,99.00,999,1008.9,23.6,999.0,23.6,99.0,99.00
2010,08,09,11,00,244,6.2,7.7,99.00,99.00,99.00,999,1009.6,22.7,999.0,22.7,99.0,99.00
2010,08,09,12,00,233,10.1,12.3,99.00,99.00,99.00,999,1009.3,24.1,999.0,22.7,99.0,99.00
2010,08,09,13,00,184,5.5,6.6,99.00,99.00,99.00,999,1009.4,24.1,999.0,23.1,99.0,99.00
2010,08,09,14,00,207,4.4,4.7,99.00,99.00,99.00,999,1010.2,21.7,999.0,21.7,99.0,99.00
2010,08,09,15,00,189,6.7,7.3,99.00,99.00,99.00,999,1011.3,22.1,999.0,22.1,99.0,99.00
2010,08,09,16,00,265,4.2,4.6,99.00,99.00,99.00,999,1011.7,24.6,999.0,24.6,99.0,99.00
2010,08,09,17,00,252,5.0,6.1,99.00,99.00,99.00,999,1011.7,24.8,999.0,24.8,99.0,99.00
2010,08,09,18,00,233,6.6,7.7,99.00,99.00,99.00,999,1011.4,25.6,999.0,25.6,99.0,99.00
2010,08,09,19,00,176,5.8,6.7,99.00,99.00,99.00,999,1011.5,23.4,999.0,22.9,99.0,99.00
2010,08,09,20,00,164,7.6,7.9,99.00,99.00,99.00,999,1010.9,23.3,999.0,22.8,99.0,99.00
2010,08,09,21,00,162,5.7,5.9,99.00,99.00,99.00,999,1011.2,21.7,999.0,21.6,99.0,99.00
2010,08,09,22,00,178,7.9,8.2,99.00,99.00,99.00,999,1011.1,22.4,999.0,22.4,99.0,99.00
2010,08,09,23,00,174,7.8,8.1,99.00,99.00,99.00,999,1011.4,22.0,999.0,22.0,99.0,99.00
2010,08,10,00,00,182,6.4,6.6,99.00,99.00,99.00,999,1011.8,21.2,999.0,21.2,99.0,99.00
2010,08,10,01,00,198,5.4,5.6,99.00,99.00,99.00,999,1012.1,22.5,999.0,22.5,99.0,99.00
2010,08,10,02,00,202,3.6,3.7,99.00,99.00,99.00,999,1012.7,23.4,999.0,23.4,99.0,99.00
2010,08,10,03,00,218,3.2,3.6,99.00,99.00,99.00,999,1013.0,23.3,999.0,23.3,99.0,99.00
2010,08,10,04,00,233,1.2,1.3,99.00,99.00,99.00,999,1013.3,24.1,999.0,24.1,99.0,99.00
2010,08,10,05,00,182,2.3,2.4,99.00,99.00,99.00,999,1013.1,24.0,999.0,24.0,99.0,99.00
2010,08,10,06,00,196,1.9,2.1,99.00,99.00,99.00,999,1013.2,23.1,999.0,23.1,99.0,99.00
2010,08,10,07,00,267,0.6,0.7,99.00,99.00,99.00,999,1013.4,23.3,999.0,23.3,99.0,99.00
2010,08,10,08,00,248,1.2,1.4,99.00,99.00,99.00,999,1013.0,23.2,999.0,23.2,99.0,99.00
2010,08,10,09,00,265,0.2,0.4,99.00,99.00,99.00,999,1012.9,22.2,999.0,22.2,99.0,99.00
2010,08,10,10,00,241,1.5,1.8,99.00,99.00,99.00,999,1013.6,22.3,999.0,22.3,99.0,99.00
2010,08,10,11,00,266,0.5,0.6,99.00,99.00,99.00,999,1013.9,23.4,999.0,23.4,99.0,99.00
2010,08,10,12,00,184,0.4,0.6,99.00,99.00,99.00,999,1014.2,22.0,999.0,22.0,99.0,99.00
2010,08,10,13,00,90,0.9,1.3,99.00,99.00,99.00,999,1014.6,22.0,999.0,22.0,99.0,99.00
2010,08,10,14,00,0,0.0,0.0,99.00,99.00,99.00,999,1014.8,22.5,999.0,22.5,99.0,99.00
2010,08,10,15,00,105,1.2,1.6,99.00,99.00,99.00,999,1015.1,23.4,999.0,23.4,99.0,99.00
2010,08,10,16,00,181,1.6,1.9,99.00,99.00,99.00,999,1015.2,23.7,999.0,23.4,99.0,99.00
2010,08,10,17,00,0,0.0,0.0,99.00,99.00,99.00,999,1014.9,24.0,999.0,24.0,99.0,99.00
2010,08,10,18,00,125,1.2,1.5,99.00,99.00,99.00,999,1014.5,26.8,999.0,26.4,99.0,99.00
2010,08,10,19,00,163,1.7,1.9,99.00,99.00,99.00,999,1014.5,25.5,999.0,24.5,99.0,99.00
2010,08,10,20,00,164,4.0,4.0,99.00,99.00,99.00,999,1014.1,25.2,999.0,24.7,99.0,99.00
2010,08,10,21,00,163,4.2,4.3,99.00,99.00,99.00,999,1013.8,24.7,999.0,24.4,99.0,99.00
2010,08,10,22,00,176,4.4,4.6,99.00,99.00,99.00,999,1013.6,25.0,999.0,24.9,99.0,99.00
2010,08,10,23,00,173,3.6,3.7,99.00,99.00,99.00,999,1013.4,25.6,999.0,25.0,99.0,99.00
2010,08,11,00,00,167,3.2,3.4,99.00,99.00,99.00,999,1013.5,25.6,999.0,25.2,99.0,99.00
2010,08,11,01,00,133,1.2,1.3,99.00,99.00,99.00,999,1013.3,25.0,999.0,25.0,99.0,99.00
2010,08,11,02,00,138,2.4,2.8,99.00,99.00,99.00,999,1014.1,23.1,999.0,23.1,99.0,99.00
2010,08,11,03,00,137,3.3,3.3,99.00,99.00,99.00,999,1014.1,23.1,999.0,23.1,99.0,99.00
2010,08,11,04,00,142,2.1,2.3,99.00,99.00,99.00,999,1013.6,22.9,999.0,22.9,99.0,99.00
2010,08,11,05,00,156,0.3,0.4,99.00,99.00,99.00,999,1012.6,22.1,999.0,22.1,99.0,99.00
2010,08,11,06,00,192,1.9,2.0,99.00,99.00,99.00,999,1012.2,22.3,999.0,22.3,99.0,99.00
2010,08,11,07,00,0,0.0,0.0,99.00,99.00,99.00,999,1011.9,22.2,999.0,22.2,99.0,99.00
2010,08,11,08,00,237,1.0,1.1,99.00,99.00,99.00,999,1011.9,22.0,999.0,22.0,99.0,99.00
2010,08,11,09,00,176,1.2,1.3,99.00,99.00,99.00,999,1011.2,22.5,999.0,22.5,99.0,99.00
2010,08,11,10,00,0,0.0,0.0,99.00,99.00,99.00,999,1010.9,22.1,999.0,22.1,99.0,99.00
2010,08,11,11,00,221,2.1,3.4,99.00,99.00,99.00,999,1011.0,21.4,999.0,21.4,99.0,99.00
2010,08,11,12,00,233,7.6,10.3,99.00,99.00,99.00,999,1011.3,23.1,999.0,23.1,99.0,99.00
2010,08,11,13,00,140,1.8,2.3,99.00,99.00,99.00,999,1010.0,22.4,999.0,22.3,99.0,99.00
2010,08,11,14,00,0,0.0,0.0,99.00,99.00,99.00,999,1010.3,22.8,999.0,22.8,99.0,99.00
2010,08,11,15,00,0,0.0,0.0,99.00,99.00,99.00,999,1010.1,22.9,999.0,22.9,99.0,99.00
2010,08,11,16,00,29,4.4,4.8,99.00,99.00,99.00,999,1010.4,22.5,999.0,22.5,99.0,99.00
2010,08,11,17,00,173,2.1,2.5,99.00,99.00,99.00,999,1010.1,23.5,999.0,23.5,99.0,99.00
2010,08,11,18,00,145,2.9,3.2,99.00,99.00,99.00,999,1009.6,24.7,999.0,23.8,99.0,99.00
2010,08,11,19,00,155,1.8,2.0,99.00,99.00,99.00,999,1009.0,24.8,999.0,24.3,99.0,99.00
2010,08,11,20,00,0,0.0,0.0,99.00,99.00,99.00,999,1008.8,25.0,999.0,24.5,99.0,99.00
2010,08,11,21,00,91,0.8,0.9,99.00,99.00,99.00,999,1008.5,24.1,999.0,24.1,99.0,99.00
2010,08,11,22,00,40,1.7,2.1,99.00,99.00,99.00,999,1008.5,24.5,999.0,24.5,99.0,99.00
2010,08,11,23,00,31,1.6,1.6,99.00,99.00,99.00,999,1008.5,25.1,999.0,25.1,99.0,99.00
2010,08,12,00,00,79,2.4,2.5,99.00,99.00,99.00,999,1008.6,24.3,999.0,24.3,99.0,99.00
2010,08,12,01,00,100,2.0,2.1,99.00,99.00,99.00,999,1008.9,23.5,999.0,23.5,99.0,99.00
2010,08,12,02,00,74,1.3,1.4,99.00,99.00,99.00,999,1009.6,23.2,999.0,23.2,99.0,99.00
2010,08,12,03,00,0,0.0,0.0,99.00,99.00,99.00,999,1010.0,22.9,999.0,22.9,99.0,99.00
2010,08,12,04,00,0,0.0,0.0,99.00,99.00,99.00,999,1010.0,22.8,999.0,22.8,99.0,99.00
2010,08,12,05,00,339,0.1,0.3,99.00,99.00,99.00,999,1010.1,22.5,999.0,22.5,99.0,99.00
2010,08,12,06,00,325,1.2,1.3,99.00,99.00,99.00,999,1010.0,22.4,999.0,22.4,99.0,99.00
2010,08,12,07,00,249,1.1,1.2,99.00,99.00,99.00,999,1009.8,22.3,999.0,22.3,99.0,99.00
2010,08,12,08,00,246,1.2,1.8,99.00,99.00,99.00,999,1009.7,22.2,999.0,22.2,99.0,99.00
