#YYYY,MM,DD,hh,mm,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2006,3,1,23,0,45,5.2,5.9,99.0,99.0,99.0,999,1012.5,-1.0,0.3,-6.1,99.0,99.0
2006,3,2,0,0,56,6.1,6.4,99.0,99.0,99.0,999,1012.1,-0.6,0.3,-8.0,99.0,99.0
2006,3,2,1,0,57,6.5,7.0,99.0,99.0,99.0,999,1011.9,-0.4,0.3,-4.7,99.0,99.0
2006,3,2,2,0,63,7.1,7.8,99.0,99.0,99.0,999,1010.8,-0.3,0.3,-3.5,99.0,99.0
2006,3,2,3,0,62,6.6,7.5,99.0,99.0,99.0,999,1010.4,-0.1,0.3,-1.7,99.0,99.0
2006,3,2,4,0,49,5.4,5.7,99.0,99.0,99.0,999,1010.5,-0.2,0.3,-0.8,99.0,99.0
2006,3,2,5,0,39,7.5,7.8,99.0,99.0,99.0,999,1010.3,-0.4,0.3,-0.5,99.0,99.0
2006,3,2,6,0,49,4.7,5.2,99.0,99.0,99.0,999,1009.7,-0.6,0.2,-0.6,99.0,99.0
2006,3,2,7,0,40,2.9,3.1,99.0,99.0,99.0,999,1009.0,-0.8,0.2,-0.8,99.0,99.0
2006,3,2,8,0,53,2.5,2.6,99.0,99.0,99.0,999,1007.9,-0.9,0.2,-0.9,99.0,99.0
2006,3,2,9,0,54,1.2,1.4,99.0,99.0,99.0,999,1007.1,-0.7,0.2,-0.7,99.0,99.0
2006,3,2,10,0,34,1.4,1.5,99.0,99.0,99.0,999,1006.7,-0.9,0.2,-0.9,99.0,99.0
2006,3,2,11,0,349,1.1,1.3,99.0,99.0,99.0,999,1007.5,-0.9,0.1,-0.9,99.0,99.0
2006,3,2,12,0,332,1.8,2.0,99.0,99.0,99.0,999,1007.5,-1.3,0.1,-1.3,99.0,99.0
2006,3,2,13,0,348,2.3,2.6,99.0,99.0,99.0,999,1008.1,-1.7,0.2,-1.7,99.0,99.0
2006,3,2,14,0,347,2.5,2.8,99.0,99.0,99.0,999,1008.9,-1.9,0.1,-1.9,99.0,99.0
2006,3,2,15,0,340,1.9,2.1,99.0,99.0,99.0,999,1010.5,-2.4,0.1,-2.4,99.0,99.0
2006,3,2,16,0,347,2.8,3.1,99.0,99.0,99.0,999,1011.6,-2.5,0.1,-2.5,99.0,99.0
2006,3,2,17,0,349,3.0,3.3,99.0,99.0,99.0,999,1013.1,-2.4,0.1,-2.4,99.0,99.0
2006,3,2,18,0,349,2.6,3.0,99.0,99.0,99.0,999,1014.6,-2.0,0.1,-2.1,99.0,99.0
2006,3,2,19,0,354,2.6,2.8,99.0,99.0,99.0,999,1015.3,-1.6,0.2,-2.8,99.0,99.0
2006,3,2,20,0,354,2.2,2.4,99.0,99.0,99.0,999,1016.3,-0.9,0.2,-1.8,99.0,99.0
2006,3,2,21,0,360,2.5,2.8,99.0,99.0,99.0,999,1017.9,-0.6,0.3,-3.7,99.0,99.0
2006,3,2,22,0,335,2.5,2.9,99.0,99.0,99.0,999,1019.3,-0.3,0.3,-4.5,99.0,99.0
2006,3,2,23,0,304,1.6,1.9,99.0,99.0,99.0,999,1019.7,-0.1,0.3,-2.7,99.0,99.0
2006,3,3,0,0,294,1.0,1.1,99.0,99.0,99.0,999,1020.3,-0.5,0.2,-1.9,99.0,99.0
2006,3,3,1,0,308,1.1,1.2,99.0,99.0,99.0,999,1021.3,-1.0,0.2,-2.1,99.0,99.0
2006,3,3,2,0,312,1.2,1.4,99.0,99.0,99.0,999,1022.2,-1.4,0.2,-1.5,99.0,99.0
2006,3,3,3,0,25,4.1,4.4,99.0,99.0,99.0,999,1023.0,-0.8,0.2,-2.2,99.0,99.0
2006,3,3,4,0,20,6.2,7.1,99.0,99.0,99.0,999,1023.8,-1.5,0.2,-2.8,99.0,99.0
2006,3,3,5,0,15,6.9,7.3,99.0,99.0,99.0,999,1024.4,-2.2,0.2,-3.7,99.0,99.0
2006,3,3,6,0,360,8.0,8.8,99.0,99.0,99.0,999,1024.6,-3.2,0.2,-3.9,99.0,99.0
2006,3,3,7,0,343,6.5,8.4,99.0,99.0,99.0,999,1025.0,-4.0,0.2,-5.4,99.0,99.0
2006,3,3,8,0,341,7.5,9.1,99.0,99.0,99.0,999,1025.6,-5.0,0.2,-6.4,99.0,99.0
2006,3,3,9,0,328,5.1,6.5,99.0,99.0,99.0,999,1025.7,-6.1,0.1,-7.6,99.0,99.0
2006,3,3,10,0,327,5.9,7.1,99.0,99.0,99.0,999,1026.2,-6.4,0.1,-8.1,99.0,99.0
2006,3,3,11,0,324,6.3,7.6,99.0,99.0,99.0,999,1027.2,-6.3,0.0,-7.9,99.0,99.0
2006,3,3,12,0,329,5.7,6.8,99.0,99.0,99.0,999,1027.8,-6.5,0.0,-8.5,99.0,99.0
2006,3,3,13,0,308,4.5,5.7,99.0,99.0,99.0,999,1028.3,-7.4,0.0,-8.8,99.0,99.0
2006,3,3,14,0,322,6.2,7.1,99.0,99.0,99.0,999,1029.1,-5.6,0.0,-8.0,99.0,99.0
2006,3,3,15,0,336,5.2,6.3,99.0,99.0,99.0,999,1029.6,-5.2,0.0,-8.4,99.0,99.0
2006,3,3,16,0,339,6.4,7.3,99.0,99.0,99.0,999,1029.9,-4.8,0.0,-8.4,99.0,99.0
2006,3,3,17,0,342,7.2,8.3,99.0,99.0,99.0,999,1030.0,-4.1,0.1,-8.9,99.0,99.0
2006,3,3,18,0,343,5.4,6.9,99.0,99.0,99.0,999,1029.9,-3.7,0.3,-8.6,99.0,99.0
2006,3,3,19,0,353,6.7,8.3,99.0,99.0,99.0,999,1030.0,-3.2,0.4,-9.5,99.0,99.0
2006,3,3,20,0,356,8.5,9.7,99.0,99.0,99.0,999,1030.4,-2.9,0.4,-9.8,99.0,99.0
2006,3,3,21,0,3,8.2,9.3,99.0,99.0,99.0,999,1030.5,-2.6,0.5,-9.0,99.0,99.0
2006,3,3,22,0,352,5.6,7.3,99.0,99.0,99.0,999,1030.5,-2.3,0.5,-8.5,99.0,99.0
2006,3,3,23,0,360,4.5,5.7,99.0,99.0,99.0,999,1030.5,-2.0,0.5,-8.4,99.0,99.0
2006,3,4,0,0,345,2.8,3.4,99.0,99.0,99.0,999,1030.5,-2.1,0.5,-8.5,99.0,99.0
2006,3,4,1,0,313,2.0,2.2,99.0,99.0,99.0,999,1030.7,-2.6,0.4,-8.3,99.0,99.0
2006,3,4,2,0,296,1.9,2.0,99.0,99.0,99.0,999,1030.7,-2.7,0.4,-8.8,99.0,99.0
2006,3,4,3,0,284,2.6,2.7,99.0,99.0,99.0,999,1031.1,-3.0,0.3,-9.1,99.0,99.0
2006,3,4,4,0,269,2.6,3.0,99.0,99.0,99.0,999,1031.5,-3.7,0.1,-8.1,99.0,99.0
2006,3,4,5,0,290,3.1,3.3,99.0,99.0,99.0,999,1031.7,-4.3,0.1,-8.1,99.0,99.0
2006,3,4,6,0,320,3.3,3.7,99.0,99.0,99.0,999,1031.7,-4.4,0.1,-8.2,99.0,99.0
2006,3,4,7,0,334,4.4,5.0,99.0,99.0,99.0,999,1032.0,-4.7,0.1,-7.9,99.0,99.0
2006,3,4,8,0,328,4.4,4.9,99.0,99.0,99.0,999,1032.1,-5.3,0.1,-6.5,99.0,99.0
2006,3,4,9,0,324,4.7,5.1,99.0,99.0,99.0,999,1032.3,-6.2,0.1,-7.3,99.0,99.0
2006,3,4,10,0,331,4.9,5.3,99.0,99.0,99.0,999,1032.3,-6.5,0.1,-7.5,99.0,99.0
2006,3,4,11,0,343,5.3,6.2,99.0,99.0,99.0,999,1032.6,-5.4,0.1,-5.8,99.0,99.0
2006,3,4,12,0,338,4.9,5.8,99.0,99.0,99.0,999,1032.7,-5.5,0.1,-6.0,99.0,99.0
2006,3,4,13,0,319,4.7,5.6,99.0,99.0,99.0,999,1032.9,-7.2,0.1,-7.9,99.0,99.0
2006,3,4,14,0,332,4.8,5.4,99.0,99.0,99.0,999,1033.0,-6.3,0.1,-7.3,99.0,99.0
2006,3,4,15,0,335,4.8,5.9,99.0,99.0,99.0,999,1033.5,-5.5,0.1,-7.2,99.0,99.0
2006,3,4,16,0,348,5.2,6.0,99.0,99.0,99.0,999,1033.4,-4.8,0.2,-6.1,99.0,99.0
2006,3,4,17,0,5,4.9,5.3,99.0,99.0,99.0,999,1033.6,-4.5,0.3,-6.8,99.0,99.0
2006,3,4,18,0,321,4.0,5.5,99.0,99.0,99.0,999,1033.9,-3.5,0.4,-7.4,99.0,99.0
2006,3,4,19,0,358,5.2,5.8,99.0,99.0,99.0,999,1033.2,-2.8,0.5,-6.9,99.0,99.0
2006,3,4,20,0,13,4.5,5.1,99.0,99.0,99.0,999,1032.5,-2.3,0.6,-6.6,99.0,99.0
2006,3,4,21,0,4,6.1,7.0,99.0,99.0,99.0,999,1031.8,-1.7,0.6,-6.1,99.0,99.0
2006,3,4,22,0,7,5.5,6.2,99.0,99.0,99.0,999,1031.7,-1.7,0.7,-7.1,99.0,99.0
2006,3,4,23,0,360,4.3,4.6,99.0,99.0,99.0,999,1031.1,-1.6,0.5,-7.5,99.0,99.0
2006,3,5,0,0,6,3.7,4.2,99.0,99.0,99.0,999,1030.9,-1.7,0.6,-6.7,99.0,99.0
2006,3,5,1,0,51,2.4,2.8,99.0,99.0,99.0,999,1031.1,-2.0,0.6,-4.5,99.0,99.0
2006,3,5,2,0,35,0.9,1.2,99.0,99.0,99.0,999,1030.9,-2.1,0.6,-4.2,99.0,99.0
2006,3,5,3,0,274,0.7,0.9,99.0,99.0,99.0,999,1031.1,-2.5,0.4,-3.3,99.0,99.0
2006,3,5,4,0,251,3.5,3.7,99.0,99.0,99.0,999,1031.3,-3.3,0.4,-5.2,99.0,99.0
2006,3,5,5,0,263,2.9,3.2,99.0,99.0,99.0,999,1031.1,-3.6,0.2,-5.2,99.0,99.0
2006,3,5,6,0,262,3.4,3.6,99.0,99.0,99.0,999,1030.9,-3.6,0.2,-5.5,99.0,99.0
2006,3,5,7,0,256,3.3,3.4,99.0,99.0,99.0,999,1030.6,-3.5,0.3,-5.6,99.0,99.0
2006,3,5,8,0,298,0.1,0.3,99.0,99.0,99.0,999,1030.0,-3.2,0.2,-5.0,99.0,99.0
2006,3,5,9,0,283,1.3,1.5,99.0,99.0,99.0,999,1029.9,-4.1,0.2,-4.8,99.0,99.0
2006,3,5,10,0,277,2.0,2.2,99.0,99.0,99.0,999,1030.0,-5.8,0.2,-6.2,99.0,99.0
2006,3,5,11,0,350,2.0,2.1,99.0,99.0,99.0,999,1029.4,-4.1,0.3,-4.2,99.0,99.0
2006,3,5,12,0,342,2.0,2.4,99.0,99.0,99.0,999,1028.8,-4.0,0.3,-4.0,99.0,99.0
2006,3,5,13,0,50,3.5,3.9,99.0,99.0,99.0,999,1028.3,-1.2,0.2,-1.3,99.0,99.0
2006,3,5,14,0,97,3.3,4.0,99.0,99.0,99.0,999,1028.1,-0.6,0.3,-1.1,99.0,99.0
2006,3,5,15,0,135,5.3,6.0,99.0,99.0,99.0,999,1027.8,0.0,0.3,-1.7,99.0,99.0
2006,3,5,16,0,146,5.1,5.5,99.0,99.0,99.0,999,1027.3,0.2,0.2,-1.5,99.0,99.0
2006,3,5,17,0,127,5.0,5.4,99.0,99.0,99.0,999,1026.4,0.4,0.3,-0.5,99.0,99.0
2006,3,5,18,0,135,5.0,5.4,99.0,99.0,99.0,999,1025.6,0.4,0.3,-0.7,99.0,99.0
2006,3,5,19,0,152,4.1,4.5,99.0,99.0,99.0,999,1025.1,0.6,0.3,-0.3,99.0,99.0
2006,3,5,20,0,151,3.2,3.4,99.0,99.0,99.0,999,1024.6,0.6,0.3,-0.1,99.0,99.0
2006,3,5,21,0,154,2.4,2.5,99.0,99.0,99.0,999,1024.1,0.7,0.4,0.3,99.0,99.0
2006,3,5,22,0,169,3.5,3.7,99.0,99.0,99.0,999,1023.6,0.5,0.4,0.4,99.0,99.0
2006,3,5,23,0,177,3.9,4.2,99.0,99.0,99.0,999,1023.4,-1.0,0.4,-1.0,99.0,99.0
2006,3,6,0,0,182,2.3,2.4,99.0,99.0,99.0,999,1023.2,-1.0,0.4,-1.0,99.0,99.0
2006,3,6,1,0,192,1.4,1.6,99.0,99.0,99.0,999,1022.9,-1.2,0.3,-1.2,99.0,99.0
2006,3,6,2,0,118,2.9,3.3,99.0,99.0,99.0,999,1022.0,-0.9,0.2,-0.9,99.0,99.0
2006,3,6,3,0,107,4.2,4.4,99.0,99.0,99.0,999,1021.7,-0.5,0.3,-0.5,99.0,99.0
2006,3,6,4,0,105,4.3,4.9,99.0,99.0,99.0,999,1021.4,-0.3,0.2,-0.3,99.0,99.0
2006,3,6,5,0,116,4.2,4.4,99.0,99.0,99.0,999,1020.9,-0.2,0.2,-0.2,99.0,99.0
2006,3,6,6,0,110,4.1,4.4,99.0,99.0,99.0,999,1020.3,-0.1,0.2,-0.1,99.0,99.0
2006,3,6,7,0,118,4.0,4.3,99.0,99.0,99.0,999,1020.1,0.0,0.3,0.0,99.0,99.0
2006,3,6,8,0,132,4.2,4.6,99.0,99.0,99.0,999,1019.5,0.0,0.3,0.0,99.0,99.0
2006,3,6,9,0,116,5.4,5.9,99.0,99.0,99.0,999,1019.1,0.1,0.3,0.1,99.0,99.0
2006,3,6,10,0,111,5.4,5.7,99.0,99.0,99.0,999,1018.9,0.1,0.3,0.1,99.0,99.0
2006,3,6,11,0,110,5.3,5.7,99.0,99.0,99.0,999,1018.9,0.3,0.4,0.3,99.0,99.0
2006,3,6,12,0,99,5.5,5.8,99.0,99.0,99.0,999,1018.9,0.4,0.5,999.0,99.0,99.0
2006,3,6,13,0,81,4.2,4.5,99.0,99.0,99.0,999,1019.5,0.2,0.5,0.2,99.0,99.0
2006,3,6,14,0,61,3.9,4.1,99.0,99.0,99.0,999,1020.2,0.1,0.6,0.1,99.0,99.0
2006,3,6,15,0,57,8.6,9.6,99.0,99.0,99.0,999,1021.1,-0.1,0.7,-0.1,99.0,99.0
2006,3,6,16,0,56,8.6,9.6,99.0,99.0,99.0,999,1021.9,-0.2,0.5,-0.2,99.0,99.0
2006,3,6,17,0,53,8.3,9.1,99.0,99.0,99.0,999,1022.3,0.4,0.4,0.4,99.0,99.0
2006,3,6,18,0,55,7.8,8.5,99.0,99.0,99.0,999,1023.0,0.9,0.4,0.9,99.0,99.0
2006,3,6,19,0,48,7.5,8.3,99.0,99.0,99.0,999,1023.3,1.1,0.4,1.0,99.0,99.0
2006,3,6,20,0,30,5.6,6.1,99.0,99.0,99.0,999,1023.8,1.2,0.5,1.2,99.0,99.0
2006,3,6,21,0,357,4.9,5.1,99.0,99.0,99.0,999,1024.6,1.3,0.4,1.2,99.0,99.0
2006,3,6,22,0,356,3.8,4.0,99.0,99.0,99.0,999,1025.2,1.2,0.5,1.1,99.0,99.0
2006,3,6,23,0,354,3.5,3.9,99.0,99.0,99.0,999,1025.8,1.2,0.6,1.2,99.0,99.0
2006,3,7,0,0,336,4.0,4.8,99.0,99.0,99.0,999,1026.8,1.2,0.7,1.1,99.0,99.0
2006,3,7,1,0,337,4.4,5.0,99.0,99.0,99.0,999,1027.5,0.9,0.6,-0.2,99.0,99.0
2006,3,7,2,0,324,3.4,3.9,99.0,99.0,99.0,999,1027.8,0.4,0.6,-0.2,99.0,99.0
2006,3,7,3,0,317,2.2,2.5,99.0,99.0,99.0,999,1027.5,-0.5,0.5,-0.8,99.0,99.0
2006,3,7,4,0,302,3.6,4.0,99.0,99.0,99.0,999,1027.9,-0.9,0.5,-1.1,99.0,99.0
2006,3,7,5,0,293,3.3,3.7,99.0,99.0,99.0,999,1028.0,-1.4,0.5,-1.5,99.0,99.0
2006,3,7,6,0,300,4.7,5.2,99.0,99.0,99.0,999,1028.3,-2.2,0.5,-2.3,99.0,99.0
2006,3,7,7,0,303,3.8,4.3,99.0,99.0,99.0,999,1028.9,-1.9,0.5,-2.0,99.0,99.0
2006,3,7,8,0,307,2.8,3.0,99.0,99.0,99.0,999,1028.5,-2.4,0.4,-2.5,99.0,99.0
2006,3,7,9,0,290,3.0,3.4,99.0,99.0,99.0,999,1028.3,-3.1,0.4,-3.1,99.0,99.0
2006,3,7,10,0,286,3.1,3.3,99.0,99.0,99.0,999,1028.1,-3.6,0.3,-3.7,99.0,99.0
2006,3,7,11,0,276,3.3,3.5,99.0,99.0,99.0,999,1028.0,-3.8,0.3,-3.9,99.0,99.0
2006,3,7,12,0,257,1.8,2.0,99.0,99.0,99.0,999,1027.7,-4.6,0.3,-4.6,99.0,99.0
2006,3,7,13,0,274,4.0,4.2,99.0,99.0,99.0,999,1028.3,-4.1,0.2,-4.1,99.0,99.0
2006,3,7,14,0,266,1.6,1.7,99.0,99.0,99.0,999,1028.5,-2.8,0.3,-2.9,99.0,99.0
2006,3,7,15,0,207,1.9,2.0,99.0,99.0,99.0,999,1028.1,-1.0,0.3,-2.6,99.0,99.0
2006,3,7,16,0,151,2.2,2.4,99.0,99.0,99.0,999,1027.7,1.0,0.4,-1.4,99.0,99.0
2006,3,7,17,0,149,5.0,5.4,99.0,99.0,99.0,999,1027.1,1.7,0.6,0.9,99.0,99.0
2006,3,7,18,0,158,6.3,6.7,99.0,99.0,99.0,999,1026.5,1.5,0.8,1.3,99.0,99.0
2006,3,7,19,0,167,5.7,6.2,99.0,99.0,99.0,999,1025.5,1.8,0.9,1.8,99.0,99.0
2006,3,7,20,0,157,8.0,9.2,99.0,99.0,99.0,999,1023.5,2.0,1.1,2.0,99.0,99.0
2006,3,7,21,0,149,9.4,10.2,99.0,99.0,99.0,999,1022.1,1.9,1.5,1.9,99.0,99.0
2006,3,7,22,0,156,9.0,9.9,99.0,99.0,99.0,999,1021.2,1.8,1.8,1.5,99.0,99.0
2006,3,7,23,0,159,9.2,10.2,99.0,99.0,99.0,999,1020.3,1.7,1.9,0.1,99.0,99.0
2006,3,8,0,0,166,9.0,9.6,99.0,99.0,99.0,999,1020.5,1.8,1.7,0.1,99.0,99.0
2006,3,8,1,0,156,7.9,8.8,99.0,99.0,99.0,999,1019.7,1.8,2.9,0.8,99.0,99.0
2006,3,8,2,0,154,9.3,10.1,99.0,99.0,99.0,999,1018.7,2.0,4.2,1.6,99.0,99.0
2006,3,8,3,0,148,10.7,11.4,99.0,99.0,99.0,999,1017.0,2.3,5.2,1.6,99.0,99.0
2006,3,8,4,0,147,11.3,12.8,99.0,99.0,99.0,999,1015.6,2.6,5.5,1.6,99.0,99.0
2006,3,8,5,0,163,12.0,13.7,99.0,99.0,99.0,999,1014.4,2.6,5.9,2.6,99.0,99.0
2006,3,8,6,0,168,10.9,11.8,99.0,99.0,99.0,999,1013.4,2.4,5.5,2.4,99.0,99.0
2006,3,8,7,0,173,10.6,11.4,99.0,99.0,99.0,999,1012.8,2.3,4.3,2.3,99.0,99.0
2006,3,8,8,0,165,9.2,9.9,99.0,99.0,99.0,999,1011.6,2.2,3.6,2.2,99.0,99.0
2006,3,8,9,0,174,8.4,8.9,99.0,99.0,99.0,999,1010.7,2.2,3.1,2.2,99.0,99.0
2006,3,8,10,0,175,6.9,7.5,99.0,99.0,99.0,999,1010.4,2.2,2.9,2.2,99.0,99.0
2006,3,8,11,0,174,6.1,6.5,99.0,99.0,99.0,999,1009.7,2.0,2.8,2.0,99.0,99.0
2006,3,8,12,0,178,5.8,6.2,99.0,99.0,99.0,999,1009.6,2.0,2.8,2.0,99.0,99.0
2006,3,8,13,0,178,7.6,8.2,99.0,99.0,99.0,999,1009.2,2.4,2.6,2.4,99.0,99.0
2006,3,8,14,0,173,6.7,7.3,99.0,99.0,99.0,999,1008.5,2.5,2.6,2.5,99.0,99.0
2006,3,8,15,0,173,4.8,5.4,99.0,99.0,99.0,999,1008.8,3.2,2.6,3.2,99.0,99.0
2006,3,8,16,0,170,6.0,6.5,99.0,99.0,99.0,999,1008.0,2.9,2.7,2.9,99.0,99.0
2006,3,8,17,0,162,4.1,4.9,99.0,99.0,99.0,999,1007.3,3.4,2.7,3.4,99.0,99.0
2006,3,8,18,0,142,4.5,4.5,99.0,99.0,99.0,999,1006.3,3.8,3.0,3.8,99.0,99.0
2006,3,8,19,0,116,2.3,2.6,99.0,99.0,99.0,999,1005.2,4.0,3.1,4.0,99.0,99.0
2006,3,8,20,0,156,4.4,4.5,99.0,99.0,99.0,999,1005.3,4.3,3.1,4.3,99.0,99.0
2006,3,8,21,0,160,3.4,3.5,99.0,99.0,99.0,999,1004.8,3.2,3.7,3.2,99.0,99.0
2006,3,8,22,0,128,2.8,2.9,99.0,99.0,99.0,999,1004.1,3.5,2.9,3.5,99.0,99.0
2006,3,8,23,0,61,2.0,2.1,99.0,99.0,99.0,999,1003.4,2.8,2.4,2.8,99.0,99.0
2006,3,9,0,0,18,1.2,1.3,99.0,99.0,99.0,999,1003.8,2.3,3.3,2.3,99.0,99.0
2006,3,9,1,0,41,2.8,2.9,99.0,99.0,99.0,999,1003.1,1.9,2.4,1.9,99.0,99.0
2006,3,9,2,0,18,3.0,3.2,99.0,99.0,99.0,999,1002.8,2.1,2.4,2.1,99.0,99.0
2006,3,9,3,0,13,5.5,5.8,99.0,99.0,99.0,999,1000.8,1.9,2.5,1.9,99.0,99.0
2006,3,9,4,0,3,1.5,1.9,99.0,99.0,99.0,999,1000.6,2.2,2.4,2.2,99.0,99.0
2006,3,9,5,0,58,4.2,4.6,99.0,99.0,99.0,999,997.9,2.6,2.4,2.6,99.0,99.0
2006,3,9,6,0,271,1.8,2.5,99.0,99.0,99.0,999,998.1,2.8,2.3,2.8,99.0,99.0
2006,3,9,7,0,75,6.2,7.7,99.0,99.0,99.0,999,994.1,2.8,2.2,2.8,99.0,99.0
2006,3,9,8,0,12,4.3,4.9,99.0,99.0,99.0,999,995.2,3.5,2.1,3.5,99.0,99.0
2006,3,9,9,0,349,6.5,6.9,99.0,99.0,99.0,999,994.6,2.5,2.2,2.5,99.0,99.0
2006,3,9,10,0,348,5.7,6.4,99.0,99.0,99.0,999,995.0,2.6,2.1,2.6,99.0,99.0
2006,3,9,11,0,347,7.4,8.1,99.0,99.0,99.0,999,994.5,1.9,2.0,1.9,99.0,99.0
2006,3,9,12,0,344,4.9,5.5,99.0,99.0,99.0,999,994.2,1.8,1.9,1.8,99.0,99.0
2006,3,9,13,0,346,5.6,6.1,99.0,99.0,99.0,999,994.0,1.7,1.9,1.7,99.0,99.0
2006,3,9,14,0,350,6.1,6.7,99.0,99.0,99.0,999,994.1,1.8,1.9,1.8,99.0,99.0
2006,3,9,15,0,355,5.7,6.5,99.0,99.0,99.0,999,994.2,1.7,2.0,1.7,99.0,99.0
2006,3,9,16,0,337,4.8,5.8,99.0,99.0,99.0,999,994.8,1.8,2.0,1.8,99.0,99.0
2006,3,9,17,0,350,5.0,5.2,99.0,99.0,99.0,999,994.5,2.0,2.0,2.0,99.0,99.0
2006,3,9,18,0,347,3.9,4.1,99.0,99.0,99.0,999,994.4,1.9,2.0,1.9,99.0,99.0
2006,3,9,19,0,12,3.6,3.8,99.0,99.0,99.0,999,994.0,1.9,1.8,1.9,99.0,99.0
2006,3,9,20,0,360,6.0,6.2,99.0,99.0,99.0,999,993.0,2.0,1.8,2.0,99.0,99.0
2006,3,9,21,0,3,5.8,6.2,99.0,99.0,99.0,999,992.1,1.8,1.8,1.8,99.0,99.0
2006,3,9,22,0,347,3.7,4.5,99.0,99.0,99.0,999,993.1,1.8,1.8,1.8,99.0,99.0
2006,3,9,23,0,341,8.2,9.2,99.0,99.0,99.0,999,992.6,2.0,1.7,2.0,99.0,99.0
2006,3,10,0,0,352,5.4,5.6,99.0,99.0,99.0,999,993.3,1.8,1.7,1.8,99.0,99.0
2006,3,10,1,0,353,7.0,7.7,99.0,99.0,99.0,999,993.0,1.9,1.7,1.9,99.0,99.0
2006,3,10,2,0,2,8.9,9.7,99.0,99.0,99.0,999,992.7,1.7,1.7,1.7,99.0,99.0
2006,3,10,3,0,2,9.5,10.2,99.0,99.0,99.0,999,992.6,1.8,1.7,1.8,99.0,99.0
2006,3,10,4,0,360,9.4,10.1,99.0,99.0,99.0,999,992.2,1.8,1.7,1.8,99.0,99.0
2006,3,10,5,0,2,10.2,10.9,99.0,99.0,99.0,999,992.2,1.9,1.7,1.9,99.0,99.0
2006,3,10,6,0,342,7.9,9.4,99.0,99.0,99.0,999,992.1,2.1,1.7,2.1,99.0,99.0
2006,3,10,7,0,336,6.9,8.2,99.0,99.0,99.0,999,993.6,2.1,1.6,2.1,99.0,99.0
2006,3,10,8,0,326,6.9,7.9,99.0,99.0,99.0,999,994.5,2.2,1.6,2.2,99.0,99.0
2006,3,10,9,0,313,7.3,9.0,99.0,99.0,99.0,999,995.8,2.0,1.5,2.0,99.0,99.0
2006,3,10,10,0,336,6.9,8.2,99.0,99.0,99.0,999,997.9,1.6,1.4,1.6,99.0,99.0
2006,3,10,11,0,339,6.1,7.5,99.0,99.0,99.0,999,999.9,1.2,1.3,1.2,99.0,99.0
2006,3,10,12,0,323,3.6,4.5,99.0,99.0,99.0,999,1001.8,0.9,1.3,0.9,99.0,99.0
2006,3,10,13,0,348,2.7,3.0,99.0,99.0,99.0,999,1003.7,0.9,1.1,0.9,99.0,99.0
2006,3,10,14,0,276,3.4,4.1,99.0,99.0,99.0,999,1005.6,1.1,1.1,1.1,99.0,99.0
2006,3,10,15,0,280,2.8,3.6,99.0,99.0,99.0,999,1007.2,1.4,1.0,1.4,99.0,99.0
2006,3,10,16,0,222,2.7,3.0,99.0,99.0,99.0,999,1008.0,2.5,1.1,2.5,99.0,99.0
2006,3,10,17,0,192,2.7,3.1,99.0,99.0,99.0,999,1008.6,3.4,1.1,3.2,99.0,99.0
2006,3,10,18,0,149,6.2,6.4,99.0,99.0,99.0,999,1009.2,2.9,1.2,2.8,99.0,99.0
2006,3,10,19,0,159,7.7,8.1,99.0,99.0,99.0,999,1009.8,3.1,1.4,3.1,99.0,99.0
2006,3,10,20,0,146,6.3,6.8,99.0,99.0,99.0,999,1010.2,3.4,1.6,3.3,99.0,99.0
2006,3,10,21,0,161,8.1,8.2,99.0,99.0,99.0,999,1011.0,3.3,2.1,3.3,99.0,99.0
2006,3,10,22,0,163,5.9,6.1,99.0,99.0,99.0,999,1011.8,3.3,2.3,3.3,99.0,99.0
2006,3,10,23,0,177,6.1,6.3,99.0,99.0,99.0,999,1012.4,3.1,2.6,3.1,99.0,99.0
2006,3,11,0,0,174,6.4,6.7,99.0,99.0,99.0,999,1013.1,2.9,2.1,2.9,99.0,99.0
2006,3,11,1,0,178,6.9,7.2,99.0,99.0,99.0,999,1014.2,2.2,2.3,2.2,99.0,99.0
2006,3,11,2,0,169,5.1,5.5,99.0,99.0,99.0,999,1014.7,2.7,2.2,2.7,99.0,99.0
2006,3,11,3,0,175,4.8,5.0,99.0,99.0,99.0,999,1014.9,2.1,2.7,2.1,99.0,99.0
2006,3,11,4,0,180,5.1,5.5,99.0,99.0,99.0,999,1015.7,2.4,2.4,2.4,99.0,99.0
2006,3,11,5,0,176,5.1,5.4,99.0,99.0,99.0,999,1016.3,2.4,2.5,2.4,99.0,99.0
2006,3,11,6,0,172,4.5,4.7,99.0,99.0,99.0,999,1016.3,2.0,2.4,999.0,99.0,99.0
2006,3,11,7,0,165,3.2,3.3,99.0,99.0,99.0,999,1016.3,1.7,2.3,999.0,99.0,99.0
2006,3,11,8,0,160,2.6,2.7,99.0,99.0,99.0,999,1016.5,1.6,2.3,999.0,99.0,99.0
2006,3,11,9,0,145,3.7,3.9,99.0,99.0,99.0,999,1015.9,2.0,2.1,999.0,99.0,99.0
2006,3,11,10,0,127,4.0,4.0,99.0,99.0,99.0,999,1015.2,2.3,1.8,999.0,99.0,99.0
